reg_no | branch_code | penalized_subject_codes | subject_names | old_shown_grades | new_shown_grades | should_be_grades | shown_sgpa | corrected_sgpa | shown_cgpa | corrected_cgpa | status | old_result_url | new_result_url
22101106025 | 101 | 100204 | PROGRAMMING FOR PROBLEM SOLVING | F | D | C | 7.44 | 7.59 | 6.86 | 6.93 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101106025 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101106025&exam_held=November%2F2025
22101106029 | 101 | 101202 | MATHEMATICS - II (DIFFERENTIAL EQUATIONS) | F | P | D | 6.61 | 6.80 | 6.49 | 6.59 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101106029 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101106029&exam_held=November%2F2025
22101108013 | 101 | 101202 | MATHEMATICS - II (DIFFERENTIAL EQUATIONS) | F | D | C | 6.98 | 7.17 | 6.91 | 7.01 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101108013 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101108013&exam_held=November%2F2025
22101108028 | 101 | 101202 | MATHEMATICS - II (DIFFERENTIAL EQUATIONS) | F | P | D | 6.66 | 6.85 | 6.76 | 6.87 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101108028 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101108028&exam_held=November%2F2025
22101108030 | 101 | 101202 | MATHEMATICS - II (DIFFERENTIAL EQUATIONS) | F | P | D | 6.66 | 6.85 | 6.82 | 6.92 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101108030 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101108030&exam_held=November%2F2025
22101108035 | 101 | 101202 | MATHEMATICS - II (DIFFERENTIAL EQUATIONS) | F | P | D | 5.98 | 6.17 | 5.95 | 6.05 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101108035 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101108035&exam_held=November%2F2025
22101108043 | 101 | 101202 | MATHEMATICS - II (DIFFERENTIAL EQUATIONS) | F | P | D | 6.66 | 6.85 | 6.5 | 6.60 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101108043 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101108043&exam_held=November%2F2025
22101109052 | 101 | 100204 | PROGRAMMING FOR PROBLEM SOLVING | F | D | C | 6.63 | 6.78 | 6.42 | 6.50 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101109052 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101109052&exam_held=November%2F2025
22101110015 | 101 | 100204 | PROGRAMMING FOR PROBLEM SOLVING | F | P | D | 6.27 | 6.41 | 6.13 | 6.21 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101110015 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101110015&exam_held=November%2F2025
22101110041 | 101 | 100204 | PROGRAMMING FOR PROBLEM SOLVING | F | P | D | 6.37 | 6.51 | 5.63 | 5.71 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101110041 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101110041&exam_held=November%2F2025
22101110051 | 101 | 100203,100205 | CHEMISTRY,WORKSHOP MANUFACTURING PRACTICES | F,F | P,P | D,D | 6.59 | 6.83 | 6.43 | 6.57 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101110051 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101110051&exam_held=November%2F2025
22101110061 | 101 | 101202 | MATHEMATICS - II (DIFFERENTIAL EQUATIONS) | F | P | D | 7.15 | 7.34 | 6.2 | 6.30 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101110061 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101110061&exam_held=November%2F2025
22101111059 | 101 | 100204 | PROGRAMMING FOR PROBLEM SOLVING | F | P | D | 6.73 | 6.88 | 6.36 | 6.43 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101111059 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101111059&exam_held=November%2F2025
22101113007 | 101 | 100203 | CHEMISTRY | F | P | D | 5.68 | 5.88 | 6.03 | 6.13 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101113007 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101113007&exam_held=November%2F2025
22101113038 | 101 | 100203 | CHEMISTRY | F | P | D | 6.9 | 7.10 | 6.5 | 6.61 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101113038 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101113038&exam_held=November%2F2025
22101113048 | 101 | 100205 | WORKSHOP MANUFACTURING PRACTICES | F | P | D | 6.61 | 6.66 | 6.39 | 6.42 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101113048 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101113048&exam_held=November%2F2025
22101113050 | 101 | 100203 | CHEMISTRY | F | P | D | 6.42 | 6.61 | 6.16 | 6.26 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101113050 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101113050&exam_held=November%2F2025
22101123001 | 101 | 100204 | PROGRAMMING FOR PROBLEM SOLVING | F | P | D | 7.46 | 7.61 | 7 | 7.08 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101123001 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101123001&exam_held=November%2F2025
22101123004 | 101 | 100204 | PROGRAMMING FOR PROBLEM SOLVING | F | P | D | 6.88 | 7.02 | 6.68 | 6.76 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101123004 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101123004&exam_held=November%2F2025
22101124001 | 101 | 100206 | ENGLISH | F | P | D | 6.17 | 6.27 | 6.04 | 6.09 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101124001 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101124001&exam_held=November%2F2025
22101124008 | 101 | 101202 | MATHEMATICS - II (DIFFERENTIAL EQUATIONS) | F | D | C | 6.46 | 6.66 | 6.54 | 6.65 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101124008 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101124008&exam_held=November%2F2025
22101126039 | 101 | 100203 | CHEMISTRY | F | P | D | 6.76 | 6.95 | 6.61 | 6.71 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101126039 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101126039&exam_held=November%2F2025
22101128021 | 101 | 100205 | WORKSHOP MANUFACTURING PRACTICES | F | D | C | 5.24 | 5.29 | 5.61 | 5.63 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101128021 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101128021&exam_held=November%2F2025
22101128041 | 101 | 100205 | WORKSHOP MANUFACTURING PRACTICES | F | D | C | 5.95 | 6.00 | 5.91 | 5.94 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101128041 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101128041&exam_held=November%2F2025
22101130020 | 101 | 100204 | PROGRAMMING FOR PROBLEM SOLVING | F | P | D | 6.76 | 6.90 | 6.22 | 6.30 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101130020 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101130020&exam_held=November%2F2025
22101130052 | 101 | 100205,100206 | WORKSHOP MANUFACTURING PRACTICES,ENGLISH | F,D | P,C | D,B | 6.8 | 6.95 | 6.39 | 6.47 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101130052 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101130052&exam_held=November%2F2025
22101132001 | 101 | 100205 | WORKSHOP MANUFACTURING PRACTICES | F | P | D | 5.93 | 5.98 | 5.89 | 5.92 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101132001 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101132001&exam_held=November%2F2025
22101132014 | 101 | 100204 | PROGRAMMING FOR PROBLEM SOLVING | F | D | C | 7.71 | 7.85 | 6.93 | 7.01 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101132014 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101132014&exam_held=November%2F2025
22101132030 | 101 | 100204 | PROGRAMMING FOR PROBLEM SOLVING | F | P | D | 6.42 | 6.56 | 6.83 | 6.91 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101132030 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101132030&exam_held=November%2F2025
22101132032 | 101 | 100204 | PROGRAMMING FOR PROBLEM SOLVING | F | P | D | 6.51 | 6.66 | 6.24 | 6.31 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101132032 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101132032&exam_held=November%2F2025
22101132037 | 101 | 100204 | PROGRAMMING FOR PROBLEM SOLVING | F | P | D | 6.12 | 6.27 | 6.11 | 6.19 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101132037 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101132037&exam_held=November%2F2025
22101132044 | 101 | 100204 | PROGRAMMING FOR PROBLEM SOLVING | F | D | C | 7 | 7.15 | 7.09 | 7.17 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101132044 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101132044&exam_held=November%2F2025
22101132051 | 101 | 100204 | PROGRAMMING FOR PROBLEM SOLVING | F | D | C | 6.61 | 6.76 | 6.34 | 6.42 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101132051 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101132051&exam_held=November%2F2025
22101133020 | 101 | 100205,100206 | WORKSHOP MANUFACTURING PRACTICES,ENGLISH | F,F | P,D | D,C | 7.29 | 7.44 | 7.11 | 7.19 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101133020 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101133020&exam_held=November%2F2025
22101133029 | 101 | 100204 | PROGRAMMING FOR PROBLEM SOLVING | F | P | D | 7.83 | 7.98 | 7.16 | 7.24 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101133029 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101133029&exam_held=November%2F2025
22101133031 | 101 | 100204 | PROGRAMMING FOR PROBLEM SOLVING | F | P | D | 6.93 | 7.07 | 7.09 | 7.17 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101133031 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101133031&exam_held=November%2F2025
22101134003 | 101 | 100203 | CHEMISTRY | F | C | B | 6.68 | 6.88 | 6.38 | 6.49 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101134003 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101134003&exam_held=November%2F2025
22101134013 | 101 | 100204 | PROGRAMMING FOR PROBLEM SOLVING | F | P | D | 6.56 | 6.71 | 6.53 | 6.61 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101134013 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101134013&exam_held=November%2F2025
